slip_angle_rad,slip_angle_deg,pacejka_fy_magnitude_over_fz,linear_fy_magnitude_over_fz,linear_error
3.860389052731137416e-01,2.211839999999999762e+01,5.872739939770492690e-01,5.942872241781086418e-01,7.013230201059372781e-03
3.860441412608697220e-01,2.211869999999999692e+01,5.872727519159191001e-01,5.942854494006132304e-01,7.012697484694130345e-03
3.860493772486257025e-01,2.211899999999999622e+01,5.872715098790597388e-01,5.942836746231178191e-01,7.012164744058080323e-03
3.860546132363816829e-01,2.211929999999999907e+01,5.872702678664709630e-01,5.942818998456224078e-01,7.011631979151444760e-03
3.860598492241376634e-01,2.211959999999999837e+01,5.872690258781517736e-01,5.942801250681269964e-01,7.011099189975222856e-03
3.860650852118936438e-01,2.211989999999999768e+01,5.872677839141017264e-01,5.942783502906315851e-01,7.010566376529858701e-03
3.860703211996496242e-01,2.212019999999999698e+01,5.872665419743202664e-01,5.942765755131361738e-01,7.010033538815907406e-03
3.860755571874056047e-01,2.212049999999999628e+01,5.872653000588063943e-01,5.942748007356407625e-01,7.009500676834368171e-03
3.860807931751615851e-01,2.212079999999999558e+01,5.872640581675596660e-01,5.942730259581453511e-01,7.008967790585685087e-03
3.860860291629175656e-01,2.212109999999999488e+01,5.872628163005796376e-01,5.942712511806499398e-01,7.008434880070302242e-03
3.860912651506735460e-01,2.212139999999999773e+01,5.872615744578655317e-01,5.942694764031545285e-01,7.007901945288996792e-03
3.860965011384295265e-01,2.212169999999999703e+01,5.872603326394167933e-01,5.942677016256591171e-01,7.007368986242323849e-03
3.861017371261855069e-01,2.212199999999999633e+01,5.872590908452325342e-01,5.942659268481637058e-01,7.006836002931171592e-03
3.861069731139414873e-01,2.212229999999999563e+01,5.872578490753124214e-01,5.942641520706682945e-01,7.006302995355873087e-03
3.861122091016974678e-01,2.212259999999999494e+01,5.872566073296556777e-01,5.942623772931728832e-01,7.005769963517205490e-03
3.861174450894534482e-01,2.212289999999999424e+01,5.872553656082616369e-01,5.942606025156774718e-01,7.005236907415834935e-03
3.861226810772094287e-01,2.212319999999999709e+01,5.872541239111297440e-01,5.942588277381819495e-01,7.004703827052205511e-03
3.861279170649654091e-01,2.212349999999999639e+01,5.872528822382592217e-01,5.942570529606865382e-01,7.004170722427316420e-03
3.861331530527213896e-01,2.212379999999999569e+01,5.872516405896497371e-01,5.942552781831911268e-01,7.003637593541389705e-03
3.861383890404773700e-01,2.212409999999999499e+01,5.872503989653004020e-01,5.942535034056957155e-01,7.003104440395313546e-03
3.861436250282334059e-01,2.212439999999999785e+01,5.872491573652106611e-01,5.942517286282003042e-01,7.002571262989643053e-03
3.861488610159893864e-01,2.212469999999999715e+01,5.872479157893799595e-01,5.942499538507048928e-01,7.002038061324933338e-03
3.861540970037453668e-01,2.212499999999999645e+01,5.872466742378074089e-01,5.942481790732094815e-01,7.001504835402072580e-03
3.861593329915013473e-01,2.212529999999999930e+01,5.872454327104927874e-01,5.942464042957140702e-01,7.000971585221282822e-03
3.861645689792573277e-01,2.212559999999999860e+01,5.872441912074350956e-01,5.942446295182186589e-01,7.000438310783563267e-03
3.861698049670133082e-01,2.212589999999999790e+01,5.872429497286340006e-01,5.942428547407232475e-01,6.999905012089246981e-03
3.861750409547692886e-01,2.212619999999999720e+01,5.872417082740885030e-01,5.942410799632278362e-01,6.999371689139333164e-03
3.861802769425252690e-01,2.212649999999999650e+01,5.872404668437982700e-01,5.942393051857324249e-01,6.998838341934154883e-03
3.861855129302812495e-01,2.212679999999999580e+01,5.872392254377625243e-01,5.942375304082370135e-01,6.998304970474489295e-03
3.861907489180372299e-01,2.212709999999999511e+01,5.872379840559805997e-01,5.942357556307416022e-01,6.997771574761002533e-03
3.861959849057932104e-01,2.212739999999999796e+01,5.872367426984522742e-01,5.942339808532461909e-01,6.997238154793916642e-03
3.862012208935491908e-01,2.212769999999999726e+01,5.872355013651763267e-01,5.942322060757507796e-01,6.996704710574452868e-03
3.862064568813051713e-01,2.212799999999999656e+01,5.872342600561524240e-01,5.942304312982553682e-01,6.996171242102944277e-03
3.862116928690611517e-01,2.212829999999999586e+01,5.872330187713797889e-01,5.942286565207599569e-01,6.995637749380168025e-03
3.862169288568171321e-01,2.212859999999999516e+01,5.872317775108580884e-01,5.942268817432645456e-01,6.995104232406457179e-03
3.862221648445731126e-01,2.212889999999999446e+01,5.872305362745862123e-01,5.942251069657691342e-01,6.994570691182921962e-03
3.862274008323290930e-01,2.212919999999999732e+01,5.872292950625641605e-01,5.942233321882737229e-01,6.994037125709562375e-03
3.862326368200850735e-01,2.212949999999999662e+01,5.872280538747908230e-01,5.942215574107783116e-01,6.993503535987488640e-03
3.862378728078410539e-01,2.212979999999999592e+01,5.872268127112657554e-01,5.942197826332829003e-01,6.992969922017144846e-03
3.862431087955970344e-01,2.213009999999999522e+01,5.872255715719881808e-01,5.942180078557874889e-01,6.992436283799308150e-03
3.862483447833530148e-01,2.213039999999999452e+01,5.872243304569576550e-01,5.942162330782920776e-01,6.991902621334422641e-03
3.862535807711090508e-01,2.213069999999999737e+01,5.872230893661731788e-01,5.942144583007966663e-01,6.991368934623487519e-03
3.862588167588650312e-01,2.213099999999999667e+01,5.872218482996345301e-01,5.942126835233012550e-01,6.990835223666724829e-03
3.862640527466210116e-01,2.213129999999999953e+01,5.872206072573411539e-01,5.942109087458058436e-01,6.990301488464689683e-03
3.862692887343769921e-01,2.213159999999999883e+01,5.872193662392919400e-01,5.942091339683104323e-01,6.989767729018492304e-03
3.862745247221329725e-01,2.213189999999999813e+01,5.872181252454866662e-01,5.942073591908150210e-01,6.989233945328354736e-03
3.862797607098889530e-01,2.213219999999999743e+01,5.872168842759245555e-01,5.942055844133196096e-01,6.988700137395054135e-03
3.862849966976449334e-01,2.213249999999999673e+01,5.872156433306048307e-01,5.942038096358241983e-01,6.988166305219367658e-03
3.862902326854009138e-01,2.213279999999999603e+01,5.872144024095271586e-01,5.942020348583287870e-01,6.987632448801628371e-03
3.862954686731568943e-01,2.213309999999999533e+01,5.872131615126905402e-01,5.942002600808333757e-01,6.987098568142835475e-03
3.863007046609128747e-01,2.213339999999999819e+01,5.872119206400946423e-01,5.941984853033379643e-01,6.986564663243322038e-03
3.863059406486688552e-01,2.213369999999999749e+01,5.872106797917389098e-01,5.941967105258425530e-01,6.986030734103643169e-03
3.863111766364248356e-01,2.213399999999999679e+01,5.872094389676223436e-01,5.941949357483471417e-01,6.985496780724798072e-03
3.863164126241808161e-01,2.213429999999999609e+01,5.872081981677446105e-01,5.941931609708517303e-01,6.984962803107119811e-03
3.863216486119367965e-01,2.213459999999999539e+01,5.872069573921050445e-01,5.941913861933563190e-01,6.984428801251274521e-03
3.863268845996927769e-01,2.213489999999999469e+01,5.872057166407027573e-01,5.941896114158609077e-01,6.983894775158150381e-03
3.863321205874487574e-01,2.213519999999999754e+01,5.872044759135373049e-01,5.941878366383654964e-01,6.983360724828191479e-03
3.863373565752047378e-01,2.213549999999999685e+01,5.872032352106082431e-01,5.941860618608700850e-01,6.982826650261841905e-03
3.863425925629607183e-01,2.213579999999999615e+01,5.872019945319146839e-01,5.941842870833746737e-01,6.982292551459989838e-03
3.863478285507166987e-01,2.213609999999999545e+01,5.872007538774559610e-01,5.941825123058792624e-01,6.981758428423301410e-03
3.863530645384726792e-01,2.213639999999999475e+01,5.871995132472317414e-01,5.941807375283838510e-01,6.981224281152109690e-03
3.863583005262286596e-01,2.213669999999999405e+01,5.871982726412410258e-01,5.941789627508884397e-01,6.980690109647413877e-03
3.863635365139846400e-01,2.213699999999999690e+01,5.871970320594834813e-01,5.941771879733930284e-01,6.980155913909547039e-03
3.863687725017406760e-01,2.213729999999999976e+01,5.871957915019583307e-01,5.941754131958975060e-01,6.979621693939175309e-03
3.863740084894966564e-01,2.213759999999999906e+01,5.871945509686649078e-01,5.941736384184020947e-01,6.979087449737186866e-03
3.863792444772526369e-01,2.213789999999999836e+01,5.871933104596027686e-01,5.941718636409066834e-01,6.978553181303914776e-03
3.863844804650086173e-01,2.213819999999999766e+01,5.871920699747711359e-01,5.941700888634112721e-01,6.978018888640136197e-03
3.863897164527645978e-01,2.213849999999999696e+01,5.871908295141691214e-01,5.941683140859158607e-01,6.977484571746739306e-03
3.863949524405205782e-01,2.213879999999999626e+01,5.871895890777966143e-01,5.941665393084204494e-01,6.976950230623835125e-03
3.864001884282765586e-01,2.213909999999999556e+01,5.871883486656527262e-01,5.941647645309250381e-01,6.976415865272311834e-03
3.864054244160325391e-01,2.213939999999999841e+01,5.871871082777366802e-01,5.941629897534296267e-01,6.975881475692946587e-03
3.864106604037885195e-01,2.213969999999999771e+01,5.871858679140481430e-01,5.941612149759342154e-01,6.975347061886072453e-03
3.864158963915445000e-01,2.213999999999999702e+01,5.871846275745862265e-01,5.941594401984388041e-01,6.974812623852577609e-03
3.864211323793004804e-01,2.214029999999999632e+01,5.871833872593504866e-01,5.941576654209433928e-01,6.974278161592906145e-03
3.864263683670564609e-01,2.214059999999999562e+01,5.871821469683402572e-01,5.941558906434479814e-01,6.973743675107724194e-03
3.864316043548124413e-01,2.214089999999999492e+01,5.871809067015547612e-01,5.941541158659525701e-01,6.973209164397808912e-03
3.864368403425684217e-01,2.214119999999999777e+01,5.871796664589935544e-01,5.941523410884571588e-01,6.972674629463604390e-03
3.864420763303244022e-01,2.214149999999999707e+01,5.871784262406558597e-01,5.941505663109617474e-01,6.972140070305887782e-03
3.864473123180803826e-01,2.214179999999999637e+01,5.871771860465412329e-01,5.941487915334663361e-01,6.971605486925103179e-03
3.864525483058363631e-01,2.214209999999999567e+01,5.871759458766486750e-01,5.941470167559709248e-01,6.971070879322249780e-03
3.864577842935923435e-01,2.214239999999999498e+01,5.871747057309778528e-01,5.941452419784755135e-01,6.970536247497660653e-03
3.864630202813483240e-01,2.214269999999999428e+01,5.871734656095283222e-01,5.941434672009801021e-01,6.970001591451779888e-03
3.864682562691043044e-01,2.214299999999999713e+01,5.871722255122989731e-01,5.941416924234846908e-01,6.969466911185717706e-03
3.864734922568602848e-01,2.214329999999999643e+01,5.871709854392893613e-01,5.941399176459892795e-01,6.968932206699918197e-03
3.864787282446162653e-01,2.214359999999999573e+01,5.871697453904990427e-01,5.941381428684938681e-01,6.968397477994825451e-03
3.864839642323723012e-01,2.214389999999999858e+01,5.871685053659273512e-01,5.941363680909984568e-01,6.967862725071105601e-03
3.864892002201282817e-01,2.214419999999999789e+01,5.871672653655733987e-01,5.941345933135030455e-01,6.967327947929646825e-03
3.864944362078842621e-01,2.214449999999999719e+01,5.871660253894367409e-01,5.941328185360076342e-01,6.966793146570893214e-03
3.864996721956402426e-01,2.214479999999999649e+01,5.871647854375168230e-01,5.941310437585122228e-01,6.966258320995399878e-03
3.865049081833962230e-01,2.214509999999999579e+01,5.871635455098127565e-01,5.941292689810168115e-01,6.965723471204054995e-03
3.865101441711522035e-01,2.214539999999999864e+01,5.871623056063240975e-01,5.941274942035214002e-01,6.965188597197302656e-03
3.865153801589081839e-01,2.214569999999999794e+01,5.871610657270501799e-01,5.941257194260258778e-01,6.964653698975697971e-03
3.865206161466641643e-01,2.214599999999999724e+01,5.871598258719903374e-01,5.941239446485304665e-01,6.964118776540129119e-03
3.865258521344201448e-01,2.214629999999999654e+01,5.871585860411439040e-01,5.941221698710350552e-01,6.963583829891151211e-03
3.865310881221761252e-01,2.214659999999999584e+01,5.871573462345105465e-01,5.941203950935396438e-01,6.963048859029097315e-03
3.865363241099321057e-01,2.214689999999999515e+01,5.871561064520891549e-01,5.941186203160442325e-01,6.962513863955077653e-03
3.865415600976880861e-01,2.214719999999999800e+01,5.871548666938795069e-01,5.941168455385488212e-01,6.961978844669314270e-03
3.865467960854440665e-01,2.214749999999999730e+01,5.871536269598806035e-01,5.941150707610534099e-01,6.961443801172806367e-03
3.865520320732000470e-01,2.214779999999999660e+01,5.871523872500922225e-01,5.941132959835579985e-01,6.960908733465775988e-03
3.865572680609560274e-01,2.214809999999999590e+01,5.871511475645132538e-01,5.941115212060625872e-01,6.960373641549333357e-03
3.865625040487120079e-01,2.214839999999999520e+01,5.871499079031436974e-01,5.941097464285671759e-01,6.959838525423478472e-03
3.865677400364679883e-01,2.214869999999999450e+01,5.871486682659824430e-01,5.941079716510717645e-01,6.959303385089321559e-03
3.865729760242239688e-01,2.214899999999999736e+01,5.871474286530289355e-01,5.941061968735763532e-01,6.958768220547417727e-03
3.865782120119799492e-01,2.214929999999999666e+01,5.871461890642825088e-01,5.941044220960809419e-01,6.958233031798433110e-03
3.865834479997359296e-01,2.214959999999999596e+01,5.871449494997428298e-01,5.941026473185855306e-01,6.957697818842700777e-03
3.865886839874919101e-01,2.214989999999999526e+01,5.871437099594087883e-01,5.941008725410901192e-01,6.957162581681330948e-03
3.865939199752478905e-01,2.215019999999999456e+01,5.871424704432801622e-01,5.940990977635947079e-01,6.956627320314545670e-03
3.865991559630039265e-01,2.215049999999999741e+01,5.871412309513562855e-01,5.940973229860992966e-01,6.956092034743011077e-03
3.866043919507599069e-01,2.215079999999999671e+01,5.871399914836360479e-01,5.940955482086038852e-01,6.955556724967837390e-03
3.866096279385158874e-01,2.215109999999999957e+01,5.871387520401195603e-01,5.940937734311084739e-01,6.955021390988913588e-03
3.866148639262718678e-01,2.215139999999999887e+01,5.871375126208056017e-01,5.940919986536130626e-01,6.954486032807460916e-03
3.866200999140278483e-01,2.215169999999999817e+01,5.871362732256938388e-01,5.940902238761176513e-01,6.953950650423812441e-03
3.866253359017838287e-01,2.215199999999999747e+01,5.871350338547836056e-01,5.940884490986222399e-01,6.953415243838634296e-03
3.866305718895398091e-01,2.215229999999999677e+01,5.871337945080740139e-01,5.940866743211268286e-01,6.952879813052814661e-03
3.866358078772957896e-01,2.215259999999999607e+01,5.871325551855649527e-01,5.940848995436314173e-01,6.952344358066464558e-03
3.866410438650517700e-01,2.215289999999999537e+01,5.871313158872553117e-01,5.940831247661360059e-01,6.951808878880694209e-03
3.866462798528077505e-01,2.215319999999999823e+01,5.871300766131445359e-01,5.940813499886405946e-01,6.951273375496058726e-03
3.866515158405637309e-01,2.215349999999999753e+01,5.871288373632324031e-01,5.940795752111451833e-01,6.950737847912780154e-03
3.866567518283197114e-01,2.215379999999999683e+01,5.871275981375176922e-01,5.940778004336497720e-01,6.950202296132079738e-03
3.866619878160756918e-01,2.215409999999999613e+01,5.871263589360000701e-01,5.940760256561543606e-01,6.949666720154290545e-03
3.866672238038316722e-01,2.215439999999999543e+01,5.871251197586789816e-01,5.940742508786589493e-01,6.949131119979967686e-03
3.866724597915876527e-01,2.215469999999999473e+01,5.871238806055536497e-01,5.940724761011635380e-01,6.948595495609888317e-03
3.866776957793436331e-01,2.215499999999999758e+01,5.871226414766235191e-01,5.940707013236681266e-01,6.948059847044607551e-03
3.866829317670996136e-01,2.215529999999999688e+01,5.871214023718879238e-01,5.940689265461727153e-01,6.947524174284791521e-03
3.866881677548555940e-01,2.215559999999999619e+01,5.871201632913461976e-01,5.940671517686773040e-01,6.946988477331106360e-03
3.866934037426115744e-01,2.215589999999999549e+01,5.871189242349978965e-01,5.940653769911818927e-01,6.946452756183996158e-03
3.866986397303675549e-01,2.215619999999999479e+01,5.871176852028420212e-01,5.940636022136864813e-01,6.945917010844460115e-03
3.867038757181235353e-01,2.215649999999999409e+01,5.871164461948782387e-01,5.940618274361910700e-01,6.945381241312831300e-03
3.867091117058795158e-01,2.215679999999999339e+01,5.871152072111059939e-01,5.940600526586956587e-01,6.944845447589664822e-03
3.867143476936355517e-01,2.215709999999999980e+01,5.871139682515242875e-01,5.940582778812002474e-01,6.944309629675959883e-03
3.867195836813915322e-01,2.215739999999999910e+01,5.871127293161328975e-01,5.940565031037048360e-01,6.943773787571938527e-03
3.867248196691475126e-01,2.215769999999999840e+01,5.871114904049307137e-01,5.940547283262094247e-01,6.943237921278710978e-03
3.867300556569034931e-01,2.215799999999999770e+01,5.871102515179177361e-01,5.940529535487140134e-01,6.942702030796277235e-03
3.867352916446594735e-01,2.215829999999999700e+01,5.871090126550929655e-01,5.940511787712186020e-01,6.942166116125636499e-03
3.867405276324154539e-01,2.215859999999999630e+01,5.871077738164556248e-01,5.940494039937231907e-01,6.941630177267565927e-03
3.867457636201714344e-01,2.215889999999999560e+01,5.871065350020054918e-01,5.940476292162277794e-01,6.941094214222287562e-03
3.867509996079274148e-01,2.215919999999999845e+01,5.871052962117415674e-01,5.940458544387323681e-01,6.940558226990800605e-03
3.867562355956833953e-01,2.215949999999999775e+01,5.871040574456632966e-01,5.940440796612369567e-01,6.940022215573660169e-03
3.867614715834393757e-01,2.215979999999999706e+01,5.871028187037700130e-01,5.940423048837415454e-01,6.939486179971532387e-03
3.867667075711953562e-01,2.216009999999999636e+01,5.871015799860614948e-01,5.940405301062461341e-01,6.938950120184639303e-03
3.867719435589513366e-01,2.216039999999999566e+01,5.871003412925366316e-01,5.940387553287507227e-01,6.938414036214091141e-03
3.867771795467073170e-01,2.216069999999999496e+01,5.870991026231949794e-01,5.940369805512553114e-01,6.937877928060331989e-03
3.867824155344632975e-01,2.216099999999999781e+01,5.870978639780358721e-01,5.940352057737599001e-01,6.937341795724027982e-03
3.867876515222192779e-01,2.216129999999999711e+01,5.870966253570585325e-01,5.940334309962643777e-01,6.936805639205845253e-03
3.867928875099752584e-01,2.216159999999999641e+01,5.870953867602628495e-01,5.940316562187689664e-01,6.936269458506116870e-03
3.867981234977312388e-01,2.216189999999999571e+01,5.870941481876476020e-01,5.940298814412735551e-01,6.935733253625953054e-03
3.868033594854872192e-01,2.216219999999999501e+01,5.870929096392124569e-01,5.940281066637781437e-01,6.935197024565686874e-03
3.868085954732431997e-01,2.216249999999999432e+01,5.870916711149567480e-01,5.940263318862827324e-01,6.934660771325984463e-03
3.868138314609991801e-01,2.216279999999999362e+01,5.870904326148796981e-01,5.940245571087873211e-01,6.934124493907622977e-03
3.868190674487551606e-01,2.216309999999999647e+01,5.870891941389808633e-01,5.940227823312919098e-01,6.933588192311046505e-03
3.868243034365111965e-01,2.216339999999999932e+01,5.870879556872596883e-01,5.940210075537964984e-01,6.933051866536810159e-03
3.868295394242671770e-01,2.216369999999999862e+01,5.870867172597152850e-01,5.940192327763010871e-01,6.932515516585802118e-03
3.868347754120231574e-01,2.216399999999999793e+01,5.870854788563470983e-01,5.940174579988056758e-01,6.931979142458577492e-03
3.868400113997791379e-01,2.216429999999999723e+01,5.870842404771546841e-01,5.940156832213102645e-01,6.931442744155580371e-03
3.868452473875351183e-01,2.216459999999999653e+01,5.870830021221372652e-01,5.940139084438148531e-01,6.930906321677587911e-03
3.868504833752910987e-01,2.216489999999999583e+01,5.870817637912940645e-01,5.940121336663194418e-01,6.930369875025377269e-03
3.868557193630470792e-01,2.216519999999999868e+01,5.870805254846245269e-01,5.940103588888240305e-01,6.929833404199503555e-03
3.868609553508030596e-01,2.216549999999999798e+01,5.870792872021285413e-01,5.940085841113286191e-01,6.929296909200077792e-03
3.868661913385590401e-01,2.216579999999999728e+01,5.870780489438046645e-01,5.940068093338332078e-01,6.928760390028543270e-03
3.868714273263150205e-01,2.216609999999999658e+01,5.870768107096527855e-01,5.940050345563377965e-01,6.928223846685011011e-03
3.868766633140710010e-01,2.216639999999999588e+01,5.870755724996720160e-01,5.940032597788423852e-01,6.927687279170369195e-03
3.868818993018269814e-01,2.216669999999999519e+01,5.870743343138616899e-01,5.940014850013469738e-01,6.927150687485283953e-03
3.868871352895829618e-01,2.216699999999999804e+01,5.870730961522216962e-01,5.939997102238515625e-01,6.926614071629866309e-03
3.868923712773389423e-01,2.216729999999999734e+01,5.870718580147508137e-01,5.939979354463561512e-01,6.926077431605337509e-03
3.868976072650949227e-01,2.216759999999999664e+01,5.870706199014484872e-01,5.939961606688607398e-01,6.925540767412252663e-03
3.869028432528509032e-01,2.216789999999999594e+01,5.870693818123144947e-01,5.939943858913653285e-01,6.925004079050833816e-03
3.869080792406068836e-01,2.216819999999999524e+01,5.870681437473478370e-01,5.939926111138699172e-01,6.924467366522080169e-03
3.869133152283628641e-01,2.216849999999999454e+01,5.870669057065479590e-01,5.939908363363745059e-01,6.923930629826546834e-03
3.869185512161188445e-01,2.216879999999999384e+01,5.870656676899143056e-01,5.939890615588790945e-01,6.923393868964788922e-03
3.869237872038748249e-01,2.216909999999999670e+01,5.870644296974462106e-01,5.939872867813836832e-01,6.922857083937472567e-03
3.869290231916308054e-01,2.216939999999999600e+01,5.870631917291430080e-01,5.939855120038882719e-01,6.922320274745263902e-03
3.869342591793867858e-01,2.216969999999999530e+01,5.870619537850041425e-01,5.939837372263928605e-01,6.921783441388718039e-03
3.869394951671428218e-01,2.216999999999999815e+01,5.870607158650288371e-01,5.939819624488973382e-01,6.921246583868501112e-03
3.869447311548988022e-01,2.217029999999999745e+01,5.870594779692166476e-01,5.939801876714019269e-01,6.920709702185279255e-03
3.869499671426547827e-01,2.217059999999999675e+01,5.870582400975669080e-01,5.939784128939065155e-01,6.920172796339607579e-03
3.869552031304107631e-01,2.217089999999999606e+01,5.870570022500788410e-01,5.939766381164111042e-01,6.919635866332263241e-03
3.869604391181667435e-01,2.217119999999999891e+01,5.870557644267521136e-01,5.939748633389156929e-01,6.919098912163579307e-03
3.869656751059227240e-01,2.217149999999999821e+01,5.870545266275856156e-01,5.939730885614202816e-01,6.918561933834666000e-03
3.869709110936787044e-01,2.217179999999999751e+01,5.870532888525791249e-01,5.939713137839248702e-01,6.918024931345745365e-03
3.869761470814346849e-01,2.217209999999999681e+01,5.870520511017318643e-01,5.939695390064294589e-01,6.917487904697594558e-03
3.869813830691906653e-01,2.217239999999999611e+01,5.870508133750431679e-01,5.939677642289340476e-01,6.916950853890879714e-03
3.869866190569466458e-01,2.217269999999999541e+01,5.870495756725125913e-01,5.939659894514386362e-01,6.916413778926044920e-03
3.869918550447026262e-01,2.217299999999999827e+01,5.870483379941392466e-01,5.939642146739432249e-01,6.915876679803978355e-03
3.869970910324586066e-01,2.217329999999999757e+01,5.870471003399228005e-01,5.939624398964478136e-01,6.915339556525013087e-03
3.870023270202145871e-01,2.217359999999999687e+01,5.870458627098623650e-01,5.939606651189524023e-01,6.914802409090037294e-03
3.870075630079705675e-01,2.217389999999999617e+01,5.870446251039573848e-01,5.939588903414569909e-01,6.914265237499606087e-03
3.870127989957265480e-01,2.217419999999999547e+01,5.870433875222070830e-01,5.939571155639615796e-01,6.913728041754496623e-03
3.870180349834825284e-01,2.217449999999999477e+01,5.870421499646112373e-01,5.939553407864661683e-01,6.913190821854930945e-03
3.870232709712385089e-01,2.217479999999999407e+01,5.870409124311689597e-01,5.939535660089707569e-01,6.912653577801797233e-03
3.870285069589944893e-01,2.217509999999999692e+01,5.870396749218794730e-01,5.939517912314753456e-01,6.912116309595872643e-03
3.870337429467504697e-01,2.217539999999999623e+01,5.870384374367425551e-01,5.939500164539799343e-01,6.911579017237379219e-03
3.870389789345064502e-01,2.217569999999999553e+01,5.870371999757570958e-01,5.939482416764845230e-01,6.911041700727427184e-03
3.870442149222624306e-01,2.217599999999999483e+01,5.870359625389226510e-01,5.939464668989891116e-01,6.910504360066460627e-03
3.870494509100184111e-01,2.217629999999999413e+01,5.870347251262389987e-01,5.939446921214937003e-01,6.909966995254701594e-03
3.870546868977744470e-01,2.217659999999999698e+01,5.870334877377048066e-01,5.939429173439982890e-01,6.909429606293482351e-03
3.870599228855304275e-01,2.217689999999999628e+01,5.870322503733199637e-01,5.939411425665028776e-01,6.908892193182913921e-03
3.870651588732864079e-01,2.217719999999999914e+01,5.870310130330835818e-01,5.939393677890074663e-01,6.908354755923884483e-03
3.870703948610423883e-01,2.217749999999999844e+01,5.870297757169952169e-01,5.939375930115120550e-01,6.907817294516838125e-03
3.870756308487983688e-01,2.217779999999999774e+01,5.870285384250539806e-01,5.939358182340166437e-01,6.907279808962663026e-03
3.870808668365543492e-01,2.217809999999999704e+01,5.870273011572595401e-01,5.939340434565212323e-01,6.906742299261692253e-03
3.870861028243103297e-01,2.217839999999999634e+01,5.870260639136111180e-01,5.939322686790258210e-01,6.906204765414702962e-03
3.870913388120663101e-01,2.217869999999999564e+01,5.870248266941082704e-01,5.939304939015304097e-01,6.905667207422139242e-03
3.870965747998222906e-01,2.217899999999999849e+01,5.870235894987498870e-01,5.939287191240349983e-01,6.905129625285111317e-03
3.871018107875782710e-01,2.217929999999999779e+01,5.870223523275357458e-01,5.939269443465395870e-01,6.904592019003841230e-03
3.871070467753342514e-01,2.217959999999999710e+01,5.870211151804651806e-01,5.939251695690441757e-01,6.904054388578995116e-03
3.871122827630902319e-01,2.217989999999999640e+01,5.870198780575375253e-01,5.939233947915487644e-01,6.903516734011239109e-03
3.871175187508462123e-01,2.218019999999999570e+01,5.870186409587520027e-01,5.939216200140533530e-01,6.902979055301350364e-03
3.871227547386021928e-01,2.218049999999999500e+01,5.870174038841080577e-01,5.939198452365579417e-01,6.902441352449883993e-03
3.871279907263581732e-01,2.218079999999999785e+01,5.870161668336051353e-01,5.939180704590625304e-01,6.901903625457395108e-03
3.871332267141141537e-01,2.218109999999999715e+01,5.870149298072427912e-01,5.939162956815671190e-01,6.901365874324327798e-03
3.871384627018701341e-01,2.218139999999999645e+01,5.870136928050200265e-01,5.939145209040717077e-01,6.900828099051681264e-03
3.871436986896261145e-01,2.218169999999999575e+01,5.870124558269363968e-01,5.939127461265762964e-01,6.900290299639899594e-03
3.871489346773820950e-01,2.218199999999999505e+01,5.870112188729912361e-01,5.939109713490808851e-01,6.899752476089648923e-03
3.871541706651380754e-01,2.218229999999999436e+01,5.870099819431837673e-01,5.939091965715854737e-01,6.899214628401706406e-03
3.871594066528940559e-01,2.218259999999999366e+01,5.870087450375137683e-01,5.939074217940900624e-01,6.898676756576294089e-03
3.871646426406500363e-01,2.218289999999999651e+01,5.870075081559802399e-01,5.939056470165946511e-01,6.898138860614411172e-03
3.871698786284060723e-01,2.218319999999999936e+01,5.870062712985825160e-01,5.939038722390992397e-01,6.897600940516723789e-03
3.871751146161620527e-01,2.218349999999999866e+01,5.870050344653205965e-01,5.939020974616038284e-01,6.897062996283231939e-03
3.871803506039180331e-01,2.218379999999999797e+01,5.870037976561929272e-01,5.939003226841084171e-01,6.896525027915489936e-03
3.871855865916740136e-01,2.218409999999999727e+01,5.870025608711993970e-01,5.938985479066128947e-01,6.895987035413497779e-03
3.871908225794299940e-01,2.218439999999999657e+01,5.870013241103394508e-01,5.938967731291174834e-01,6.895449018778032624e-03
3.871960585671859745e-01,2.218469999999999587e+01,5.870000873736123115e-01,5.938949983516220721e-01,6.894910978009760605e-03
3.872012945549419549e-01,2.218499999999999872e+01,5.869988506610173129e-01,5.938932235741266608e-01,6.894372913109347856e-03
3.872065305426979354e-01,2.218529999999999802e+01,5.869976139725537889e-01,5.938914487966312494e-01,6.893834824077460510e-03
3.872117665304539158e-01,2.218559999999999732e+01,5.869963773082214065e-01,5.938896740191358381e-01,6.893296710914431635e-03
3.872170025182098962e-01,2.218589999999999662e+01,5.869951406680190553e-01,5.938878992416404268e-01,6.892758573621371454e-03
3.872222385059658767e-01,2.218619999999999592e+01,5.869939040519466245e-01,5.938861244641450154e-01,6.892220412198390989e-03
3.872274744937218571e-01,2.218649999999999523e+01,5.869926674600031147e-01,5.938843496866496041e-01,6.891682226646489440e-03
3.872327104814778376e-01,2.218679999999999808e+01,5.869914308921879709e-01,5.938825749091541928e-01,6.891144016966221919e-03
3.872379464692338180e-01,2.218709999999999738e+01,5.869901943485006379e-01,5.938808001316587815e-01,6.890605783158143538e-03
3.872431824569897985e-01,2.218739999999999668e+01,5.869889578289404497e-01,5.938790253541633701e-01,6.890067525222920430e-03
3.872484184447457789e-01,2.218769999999999598e+01,5.869877213335069621e-01,5.938772505766679588e-01,6.889529243160996685e-03
